id,account_code,account_name,account_type
2424,ACCT2424,Compte numéro 2424,Passif
2425,ACCT2425,Compte numéro 2425,Passif
2426,ACCT2426,Compte numéro 2426,Charge
2427,ACCT2427,Compte numéro 2427,Passif
2428,ACCT2428,Compte numéro 2428,Charge
2429,ACCT2429,Compte numéro 2429,Produit
2430,ACCT2430,Compte numéro 2430,Passif
2431,ACCT2431,Compte numéro 2431,Produit
2432,ACCT2432,Compte numéro 2432,Passif
2433,ACCT2433,Compte numéro 2433,Charge
2434,ACCT2434,Compte numéro 2434,Charge
2435,ACCT2435,Compte numéro 2435,Charge
2436,ACCT2436,Compte numéro 2436,Actif
2437,ACCT2437,Compte numéro 2437,Charge
2438,ACCT2438,Compte numéro 2438,Produit
2439,ACCT2439,Compte numéro 2439,Produit
2440,ACCT2440,Compte numéro 2440,Charge
2441,ACCT2441,Compte numéro 2441,Actif
2442,ACCT2442,Compte numéro 2442,Actif
2443,ACCT2443,Compte numéro 2443,Actif
2444,ACCT2444,Compte numéro 2444,Charge
2445,ACCT2445,Compte numéro 2445,Passif
2446,ACCT2446,Compte numéro 2446,Produit
2447,ACCT2447,Compte numéro 2447,Produit
2448,ACCT2448,Compte numéro 2448,Actif
2449,ACCT2449,Compte numéro 2449,Charge
2450,ACCT2450,Compte numéro 2450,Produit
2451,ACCT2451,Compte numéro 2451,Produit
2452,ACCT2452,Compte numéro 2452,Actif
2453,ACCT2453,Compte numéro 2453,Charge
2454,ACCT2454,Compte numéro 2454,Passif
2455,ACCT2455,Compte numéro 2455,Produit
2456,ACCT2456,Compte numéro 2456,Charge
2457,ACCT2457,Compte numéro 2457,Produit
2458,ACCT2458,Compte numéro 2458,Passif
2459,ACCT2459,Compte numéro 2459,Produit
2460,ACCT2460,Compte numéro 2460,Charge
2461,ACCT2461,Compte numéro 2461,Actif
2462,ACCT2462,Compte numéro 2462,Produit
2463,ACCT2463,Compte numéro 2463,Actif
2464,ACCT2464,Compte numéro 2464,Produit
2465,ACCT2465,Compte numéro 2465,Passif
2466,ACCT2466,Compte numéro 2466,Passif
2467,ACCT2467,Compte numéro 2467,Passif
2468,ACCT2468,Compte numéro 2468,Passif
2469,ACCT2469,Compte numéro 2469,Charge
2470,ACCT2470,Compte numéro 2470,Passif
2471,ACCT2471,Compte numéro 2471,Passif
2472,ACCT2472,Compte numéro 2472,Charge
2473,ACCT2473,Compte numéro 2473,Produit
2474,ACCT2474,Compte numéro 2474,Charge
2475,ACCT2475,Compte numéro 2475,Produit
2476,ACCT2476,Compte numéro 2476,Actif
2477,ACCT2477,Compte numéro 2477,Actif
2478,ACCT2478,Compte numéro 2478,Charge
2479,ACCT2479,Compte numéro 2479,Charge
2480,ACCT2480,Compte numéro 2480,Produit
2481,ACCT2481,Compte numéro 2481,Actif
2482,ACCT2482,Compte numéro 2482,Passif
2483,ACCT2483,Compte numéro 2483,Produit
2484,ACCT2484,Compte numéro 2484,Produit
2485,ACCT2485,Compte numéro 2485,Charge
2486,ACCT2486,Compte numéro 2486,Produit
2487,ACCT2487,Compte numéro 2487,Produit
2488,ACCT2488,Compte numéro 2488,Passif
2489,ACCT2489,Compte numéro 2489,Produit
2490,ACCT2490,Compte numéro 2490,Produit
2491,ACCT2491,Compte numéro 2491,Passif
2492,ACCT2492,Compte numéro 2492,Charge
2493,ACCT2493,Compte numéro 2493,Passif
2494,ACCT2494,Compte numéro 2494,Produit
2495,ACCT2495,Compte numéro 2495,Produit
2496,ACCT2496,Compte numéro 2496,Actif
2497,ACCT2497,Compte numéro 2497,Produit
2498,ACCT2498,Compte numéro 2498,Produit
2499,ACCT2499,Compte numéro 2499,Actif
2500,ACCT2500,Compte numéro 2500,Produit
2501,ACCT2501,Compte numéro 2501,Passif
2502,ACCT2502,Compte numéro 2502,Charge
2503,ACCT2503,Compte numéro 2503,Passif
2504,ACCT2504,Compte numéro 2504,Actif
2505,ACCT2505,Compte numéro 2505,Actif
2506,ACCT2506,Compte numéro 2506,Produit
2507,ACCT2507,Compte numéro 2507,Charge
2508,ACCT2508,Compte numéro 2508,Actif
2509,ACCT2509,Compte numéro 2509,Charge
2510,ACCT2510,Compte numéro 2510,Actif
2511,ACCT2511,Compte numéro 2511,Actif
2512,ACCT2512,Compte numéro 2512,Actif
2513,ACCT2513,Compte numéro 2513,Charge
2514,ACCT2514,Compte numéro 2514,Actif
2515,ACCT2515,Compte numéro 2515,Charge
2516,ACCT2516,Compte numéro 2516,Charge
2517,ACCT2517,Compte numéro 2517,Charge
2518,ACCT2518,Compte numéro 2518,Passif
2519,ACCT2519,Compte numéro 2519,Produit
2520,ACCT2520,Compte numéro 2520,Actif
2521,ACCT2521,Compte numéro 2521,Passif
2522,ACCT2522,Compte numéro 2522,Passif
2523,ACCT2523,Compte numéro 2523,Produit
2524,ACCT2524,Compte numéro 2524,Charge
2525,ACCT2525,Compte numéro 2525,Passif
2526,ACCT2526,Compte numéro 2526,Charge
2527,ACCT2527,Compte numéro 2527,Passif
2528,ACCT2528,Compte numéro 2528,Charge
2529,ACCT2529,Compte numéro 2529,Actif
2530,ACCT2530,Compte numéro 2530,Passif
2531,ACCT2531,Compte numéro 2531,Charge
2532,ACCT2532,Compte numéro 2532,Produit
2533,ACCT2533,Compte numéro 2533,Actif
2534,ACCT2534,Compte numéro 2534,Passif
2535,ACCT2535,Compte numéro 2535,Charge
2536,ACCT2536,Compte numéro 2536,Produit
2537,ACCT2537,Compte numéro 2537,Produit
2538,ACCT2538,Compte numéro 2538,Passif
2539,ACCT2539,Compte numéro 2539,Produit
2540,ACCT2540,Compte numéro 2540,Produit
2541,ACCT2541,Compte numéro 2541,Passif
2542,ACCT2542,Compte numéro 2542,Produit
2543,ACCT2543,Compte numéro 2543,Actif
2544,ACCT2544,Compte numéro 2544,Actif
2545,ACCT2545,Compte numéro 2545,Charge
2546,ACCT2546,Compte numéro 2546,Passif
2547,ACCT2547,Compte numéro 2547,Passif
2548,ACCT2548,Compte numéro 2548,Charge
2549,ACCT2549,Compte numéro 2549,Produit
2550,ACCT2550,Compte numéro 2550,Charge
2551,ACCT2551,Compte numéro 2551,Produit
2552,ACCT2552,Compte numéro 2552,Charge
2553,ACCT2553,Compte numéro 2553,Actif
2554,ACCT2554,Compte numéro 2554,Produit
2555,ACCT2555,Compte numéro 2555,Produit
2556,ACCT2556,Compte numéro 2556,Charge
2557,ACCT2557,Compte numéro 2557,Charge
2558,ACCT2558,Compte numéro 2558,Charge
2559,ACCT2559,Compte numéro 2559,Produit
2560,ACCT2560,Compte numéro 2560,Passif
2561,ACCT2561,Compte numéro 2561,Actif
2562,ACCT2562,Compte numéro 2562,Produit
2563,ACCT2563,Compte numéro 2563,Charge
2564,ACCT2564,Compte numéro 2564,Actif
2565,ACCT2565,Compte numéro 2565,Passif
2566,ACCT2566,Compte numéro 2566,Produit
2567,ACCT2567,Compte numéro 2567,Charge
2568,ACCT2568,Compte numéro 2568,Passif
2569,ACCT2569,Compte numéro 2569,Charge
2570,ACCT2570,Compte numéro 2570,Charge
2571,ACCT2571,Compte numéro 2571,Actif
2572,ACCT2572,Compte numéro 2572,Charge
2573,ACCT2573,Compte numéro 2573,Actif
2574,ACCT2574,Compte numéro 2574,Charge
2575,ACCT2575,Compte numéro 2575,Actif
2576,ACCT2576,Compte numéro 2576,Produit
2577,ACCT2577,Compte numéro 2577,Produit
2578,ACCT2578,Compte numéro 2578,Produit
2579,ACCT2579,Compte numéro 2579,Charge
2580,ACCT2580,Compte numéro 2580,Charge
2581,ACCT2581,Compte numéro 2581,Produit
2582,ACCT2582,Compte numéro 2582,Passif
2583,ACCT2583,Compte numéro 2583,Charge
2584,ACCT2584,Compte numéro 2584,Produit
2585,ACCT2585,Compte numéro 2585,Actif
2586,ACCT2586,Compte numéro 2586,Passif
2587,ACCT2587,Compte numéro 2587,Produit
2588,ACCT2588,Compte numéro 2588,Produit
2589,ACCT2589,Compte numéro 2589,Charge
2590,ACCT2590,Compte numéro 2590,Passif
2591,ACCT2591,Compte numéro 2591,Passif
2592,ACCT2592,Compte numéro 2592,Actif
2593,ACCT2593,Compte numéro 2593,Produit
2594,ACCT2594,Compte numéro 2594,Passif
2595,ACCT2595,Compte numéro 2595,Produit
2596,ACCT2596,Compte numéro 2596,Charge
2597,ACCT2597,Compte numéro 2597,Passif
2598,ACCT2598,Compte numéro 2598,Produit
2599,ACCT2599,Compte numéro 2599,Charge
2600,ACCT2600,Compte numéro 2600,Actif
2601,ACCT2601,Compte numéro 2601,Passif
2602,ACCT2602,Compte numéro 2602,Produit
2603,ACCT2603,Compte numéro 2603,Actif
2604,ACCT2604,Compte numéro 2604,Actif
2605,ACCT2605,Compte numéro 2605,Actif
2606,ACCT2606,Compte numéro 2606,Actif
2607,ACCT2607,Compte numéro 2607,Charge
2608,ACCT2608,Compte numéro 2608,Passif
2609,ACCT2609,Compte numéro 2609,Charge
2610,ACCT2610,Compte numéro 2610,Passif
2611,ACCT2611,Compte numéro 2611,Charge
2612,ACCT2612,Compte numéro 2612,Charge
2613,ACCT2613,Compte numéro 2613,Charge
2614,ACCT2614,Compte numéro 2614,Actif
2615,ACCT2615,Compte numéro 2615,Actif
2616,ACCT2616,Compte numéro 2616,Charge
2617,ACCT2617,Compte numéro 2617,Passif
2618,ACCT2618,Compte numéro 2618,Actif
2619,ACCT2619,Compte numéro 2619,Passif
2620,ACCT2620,Compte numéro 2620,Passif
2621,ACCT2621,Compte numéro 2621,Charge
2622,ACCT2622,Compte numéro 2622,Passif
2623,ACCT2623,Compte numéro 2623,Actif
2624,ACCT2624,Compte numéro 2624,Produit
2625,ACCT2625,Compte numéro 2625,Charge
2626,ACCT2626,Compte numéro 2626,Charge
2627,ACCT2627,Compte numéro 2627,Actif
2628,ACCT2628,Compte numéro 2628,Passif
2629,ACCT2629,Compte numéro 2629,Charge
2630,ACCT2630,Compte numéro 2630,Passif
2631,ACCT2631,Compte numéro 2631,Actif
2632,ACCT2632,Compte numéro 2632,Charge
2633,ACCT2633,Compte numéro 2633,Charge
2634,ACCT2634,Compte numéro 2634,Actif
2635,ACCT2635,Compte numéro 2635,Produit
2636,ACCT2636,Compte numéro 2636,Charge
2637,ACCT2637,Compte numéro 2637,Passif
2638,ACCT2638,Compte numéro 2638,Passif
2639,ACCT2639,Compte numéro 2639,Actif
2640,ACCT2640,Compte numéro 2640,Charge
2641,ACCT2641,Compte numéro 2641,Charge
2642,ACCT2642,Compte numéro 2642,Actif
2643,ACCT2643,Compte numéro 2643,Actif
2644,ACCT2644,Compte numéro 2644,Produit
2645,ACCT2645,Compte numéro 2645,Passif
2646,ACCT2646,Compte numéro 2646,Actif
2647,ACCT2647,Compte numéro 2647,Passif
2648,ACCT2648,Compte numéro 2648,Produit
2649,ACCT2649,Compte numéro 2649,Charge
2650,ACCT2650,Compte numéro 2650,Charge
2651,ACCT2651,Compte numéro 2651,Charge
2652,ACCT2652,Compte numéro 2652,Actif
2653,ACCT2653,Compte numéro 2653,Produit
2654,ACCT2654,Compte numéro 2654,Produit
2655,ACCT2655,Compte numéro 2655,Produit
2656,ACCT2656,Compte numéro 2656,Passif
2657,ACCT2657,Compte numéro 2657,Passif
2658,ACCT2658,Compte numéro 2658,Charge
2659,ACCT2659,Compte numéro 2659,Charge
2660,ACCT2660,Compte numéro 2660,Produit
2661,ACCT2661,Compte numéro 2661,Actif
2662,ACCT2662,Compte numéro 2662,Passif
2663,ACCT2663,Compte numéro 2663,Charge
2664,ACCT2664,Compte numéro 2664,Actif
2665,ACCT2665,Compte numéro 2665,Produit
2666,ACCT2666,Compte numéro 2666,Produit
2667,ACCT2667,Compte numéro 2667,Produit
2668,ACCT2668,Compte numéro 2668,Passif
2669,ACCT2669,Compte numéro 2669,Actif
2670,ACCT2670,Compte numéro 2670,Charge
2671,ACCT2671,Compte numéro 2671,Produit
2672,ACCT2672,Compte numéro 2672,Produit
2673,ACCT2673,Compte numéro 2673,Passif
2674,ACCT2674,Compte numéro 2674,Passif
2675,ACCT2675,Compte numéro 2675,Passif
2676,ACCT2676,Compte numéro 2676,Passif
2677,ACCT2677,Compte numéro 2677,Produit
2678,ACCT2678,Compte numéro 2678,Charge
2679,ACCT2679,Compte numéro 2679,Produit
2680,ACCT2680,Compte numéro 2680,Passif
2681,ACCT2681,Compte numéro 2681,Actif
2682,ACCT2682,Compte numéro 2682,Passif
2683,ACCT2683,Compte numéro 2683,Produit
2684,ACCT2684,Compte numéro 2684,Charge
2685,ACCT2685,Compte numéro 2685,Passif
2686,ACCT2686,Compte numéro 2686,Actif
2687,ACCT2687,Compte numéro 2687,Actif
2688,ACCT2688,Compte numéro 2688,Produit
2689,ACCT2689,Compte numéro 2689,Actif
2690,ACCT2690,Compte numéro 2690,Charge
2691,ACCT2691,Compte numéro 2691,Charge
2692,ACCT2692,Compte numéro 2692,Actif
2693,ACCT2693,Compte numéro 2693,Charge
2694,ACCT2694,Compte numéro 2694,Produit
2695,ACCT2695,Compte numéro 2695,Passif
2696,ACCT2696,Compte numéro 2696,Passif
2697,ACCT2697,Compte numéro 2697,Produit
2698,ACCT2698,Compte numéro 2698,Charge
2699,ACCT2699,Compte numéro 2699,Produit
2700,ACCT2700,Compte numéro 2700,Produit
2701,ACCT2701,Compte numéro 2701,Passif
2702,ACCT2702,Compte numéro 2702,Actif
2703,ACCT2703,Compte numéro 2703,Produit
2704,ACCT2704,Compte numéro 2704,Charge
2705,ACCT2705,Compte numéro 2705,Produit
2706,ACCT2706,Compte numéro 2706,Passif
2707,ACCT2707,Compte numéro 2707,Produit
2708,ACCT2708,Compte numéro 2708,Produit
2709,ACCT2709,Compte numéro 2709,Passif
2710,ACCT2710,Compte numéro 2710,Charge
2711,ACCT2711,Compte numéro 2711,Charge
2712,ACCT2712,Compte numéro 2712,Actif
2713,ACCT2713,Compte numéro 2713,Charge
2714,ACCT2714,Compte numéro 2714,Produit
2715,ACCT2715,Compte numéro 2715,Produit
2716,ACCT2716,Compte numéro 2716,Actif
2717,ACCT2717,Compte numéro 2717,Produit
2718,ACCT2718,Compte numéro 2718,Passif
2719,ACCT2719,Compte numéro 2719,Charge
2720,ACCT2720,Compte numéro 2720,Passif
2721,ACCT2721,Compte numéro 2721,Passif
2722,ACCT2722,Compte numéro 2722,Actif
2723,ACCT2723,Compte numéro 2723,Charge
2724,ACCT2724,Compte numéro 2724,Actif
2725,ACCT2725,Compte numéro 2725,Charge
2726,ACCT2726,Compte numéro 2726,Charge
2727,ACCT2727,Compte numéro 2727,Actif
2728,ACCT2728,Compte numéro 2728,Passif
2729,ACCT2729,Compte numéro 2729,Produit
2730,ACCT2730,Compte numéro 2730,Passif
2731,ACCT2731,Compte numéro 2731,Charge
2732,ACCT2732,Compte numéro 2732,Charge
2733,ACCT2733,Compte numéro 2733,Passif
2734,ACCT2734,Compte numéro 2734,Produit
2735,ACCT2735,Compte numéro 2735,Produit
2736,ACCT2736,Compte numéro 2736,Charge
2737,ACCT2737,Compte numéro 2737,Actif
2738,ACCT2738,Compte numéro 2738,Charge
2739,ACCT2739,Compte numéro 2739,Produit
2740,ACCT2740,Compte numéro 2740,Charge
2741,ACCT2741,Compte numéro 2741,Produit
2742,ACCT2742,Compte numéro 2742,Produit
2743,ACCT2743,Compte numéro 2743,Charge
2744,ACCT2744,Compte numéro 2744,Passif
2745,ACCT2745,Compte numéro 2745,Charge
2746,ACCT2746,Compte numéro 2746,Charge
2747,ACCT2747,Compte numéro 2747,Charge
2748,ACCT2748,Compte numéro 2748,Produit
2749,ACCT2749,Compte numéro 2749,Produit
2750,ACCT2750,Compte numéro 2750,Charge
2751,ACCT2751,Compte numéro 2751,Produit
2752,ACCT2752,Compte numéro 2752,Charge
2753,ACCT2753,Compte numéro 2753,Actif
2754,ACCT2754,Compte numéro 2754,Actif
2755,ACCT2755,Compte numéro 2755,Passif
2756,ACCT2756,Compte numéro 2756,Actif
2757,ACCT2757,Compte numéro 2757,Produit
2758,ACCT2758,Compte numéro 2758,Charge
2759,ACCT2759,Compte numéro 2759,Charge
2760,ACCT2760,Compte numéro 2760,Passif
2761,ACCT2761,Compte numéro 2761,Charge
2762,ACCT2762,Compte numéro 2762,Actif
2763,ACCT2763,Compte numéro 2763,Produit
2764,ACCT2764,Compte numéro 2764,Charge
2765,ACCT2765,Compte numéro 2765,Passif
2766,ACCT2766,Compte numéro 2766,Charge
2767,ACCT2767,Compte numéro 2767,Actif
2768,ACCT2768,Compte numéro 2768,Produit
2769,ACCT2769,Compte numéro 2769,Actif
2770,ACCT2770,Compte numéro 2770,Passif
2771,ACCT2771,Compte numéro 2771,Charge
2772,ACCT2772,Compte numéro 2772,Charge
2773,ACCT2773,Compte numéro 2773,Passif
2774,ACCT2774,Compte numéro 2774,Passif
2775,ACCT2775,Compte numéro 2775,Charge
2776,ACCT2776,Compte numéro 2776,Actif
2777,ACCT2777,Compte numéro 2777,Passif
2778,ACCT2778,Compte numéro 2778,Produit
2779,ACCT2779,Compte numéro 2779,Actif
2780,ACCT2780,Compte numéro 2780,Produit
2781,ACCT2781,Compte numéro 2781,Passif
2782,ACCT2782,Compte numéro 2782,Charge
2783,ACCT2783,Compte numéro 2783,Produit
2784,ACCT2784,Compte numéro 2784,Charge
2785,ACCT2785,Compte numéro 2785,Passif
2786,ACCT2786,Compte numéro 2786,Charge
2787,ACCT2787,Compte numéro 2787,Produit
2788,ACCT2788,Compte numéro 2788,Charge
2789,ACCT2789,Compte numéro 2789,Actif
2790,ACCT2790,Compte numéro 2790,Charge
2791,ACCT2791,Compte numéro 2791,Actif
2792,ACCT2792,Compte numéro 2792,Passif
2793,ACCT2793,Compte numéro 2793,Actif
2794,ACCT2794,Compte numéro 2794,Charge
2795,ACCT2795,Compte numéro 2795,Actif
2796,ACCT2796,Compte numéro 2796,Passif
2797,ACCT2797,Compte numéro 2797,Passif
2798,ACCT2798,Compte numéro 2798,Charge
2799,ACCT2799,Compte numéro 2799,Passif
2800,ACCT2800,Compte numéro 2800,Actif
2801,ACCT2801,Compte numéro 2801,Charge
2802,ACCT2802,Compte numéro 2802,Actif
2803,ACCT2803,Compte numéro 2803,Actif
2804,ACCT2804,Compte numéro 2804,Charge
2805,ACCT2805,Compte numéro 2805,Charge
2806,ACCT2806,Compte numéro 2806,Passif
2807,ACCT2807,Compte numéro 2807,Passif
2808,ACCT2808,Compte numéro 2808,Actif
2809,ACCT2809,Compte numéro 2809,Actif
2810,ACCT2810,Compte numéro 2810,Passif
2811,ACCT2811,Compte numéro 2811,Actif
2812,ACCT2812,Compte numéro 2812,Produit
2813,ACCT2813,Compte numéro 2813,Actif
2814,ACCT2814,Compte numéro 2814,Charge
2815,ACCT2815,Compte numéro 2815,Actif
2816,ACCT2816,Compte numéro 2816,Actif
2817,ACCT2817,Compte numéro 2817,Produit
2818,ACCT2818,Compte numéro 2818,Passif
2819,ACCT2819,Compte numéro 2819,Passif
2820,ACCT2820,Compte numéro 2820,Passif
2821,ACCT2821,Compte numéro 2821,Produit
2822,ACCT2822,Compte numéro 2822,Charge
2823,ACCT2823,Compte numéro 2823,Actif
2824,ACCT2824,Compte numéro 2824,Produit
2825,ACCT2825,Compte numéro 2825,Produit
2826,ACCT2826,Compte numéro 2826,Actif
2827,ACCT2827,Compte numéro 2827,Actif
2828,ACCT2828,Compte numéro 2828,Charge
2829,ACCT2829,Compte numéro 2829,Actif
2830,ACCT2830,Compte numéro 2830,Passif
2831,ACCT2831,Compte numéro 2831,Passif
2832,ACCT2832,Compte numéro 2832,Passif
2833,ACCT2833,Compte numéro 2833,Produit
2834,ACCT2834,Compte numéro 2834,Charge
2835,ACCT2835,Compte numéro 2835,Charge
2836,ACCT2836,Compte numéro 2836,Actif
2837,ACCT2837,Compte numéro 2837,Actif
2838,ACCT2838,Compte numéro 2838,Actif
2839,ACCT2839,Compte numéro 2839,Produit
2840,ACCT2840,Compte numéro 2840,Actif
2841,ACCT2841,Compte numéro 2841,Passif
2842,ACCT2842,Compte numéro 2842,Passif
2843,ACCT2843,Compte numéro 2843,Produit
2844,ACCT2844,Compte numéro 2844,Passif
2845,ACCT2845,Compte numéro 2845,Actif
2846,ACCT2846,Compte numéro 2846,Actif
2847,ACCT2847,Compte numéro 2847,Charge
2848,ACCT2848,Compte numéro 2848,Actif
2849,ACCT2849,Compte numéro 2849,Produit
2850,ACCT2850,Compte numéro 2850,Produit
2851,ACCT2851,Compte numéro 2851,Produit
2852,ACCT2852,Compte numéro 2852,Actif
2853,ACCT2853,Compte numéro 2853,Passif
2854,ACCT2854,Compte numéro 2854,Passif
2855,ACCT2855,Compte numéro 2855,Actif
2856,ACCT2856,Compte numéro 2856,Passif
2857,ACCT2857,Compte numéro 2857,Charge
2858,ACCT2858,Compte numéro 2858,Charge
2859,ACCT2859,Compte numéro 2859,Passif
2860,ACCT2860,Compte numéro 2860,Charge
2861,ACCT2861,Compte numéro 2861,Actif
2862,ACCT2862,Compte numéro 2862,Charge
2863,ACCT2863,Compte numéro 2863,Charge
2864,ACCT2864,Compte numéro 2864,Charge
2865,ACCT2865,Compte numéro 2865,Charge
2866,ACCT2866,Compte numéro 2866,Actif
2867,ACCT2867,Compte numéro 2867,Produit
2868,ACCT2868,Compte numéro 2868,Passif
2869,ACCT2869,Compte numéro 2869,Charge
2870,ACCT2870,Compte numéro 2870,Passif
2871,ACCT2871,Compte numéro 2871,Produit
2872,ACCT2872,Compte numéro 2872,Charge
2873,ACCT2873,Compte numéro 2873,Produit
2874,ACCT2874,Compte numéro 2874,Passif
2875,ACCT2875,Compte numéro 2875,Produit
2876,ACCT2876,Compte numéro 2876,Produit
2877,ACCT2877,Compte numéro 2877,Produit
2878,ACCT2878,Compte numéro 2878,Charge
2879,ACCT2879,Compte numéro 2879,Actif
2880,ACCT2880,Compte numéro 2880,Actif
2881,ACCT2881,Compte numéro 2881,Actif
2882,ACCT2882,Compte numéro 2882,Charge
2883,ACCT2883,Compte numéro 2883,Charge
2884,ACCT2884,Compte numéro 2884,Actif
2885,ACCT2885,Compte numéro 2885,Actif
2886,ACCT2886,Compte numéro 2886,Passif
2887,ACCT2887,Compte numéro 2887,Actif
2888,ACCT2888,Compte numéro 2888,Charge
2889,ACCT2889,Compte numéro 2889,Passif
2890,ACCT2890,Compte numéro 2890,Produit
2891,ACCT2891,Compte numéro 2891,Actif
2892,ACCT2892,Compte numéro 2892,Actif
2893,ACCT2893,Compte numéro 2893,Produit
2894,ACCT2894,Compte numéro 2894,Charge
2895,ACCT2895,Compte numéro 2895,Charge
2896,ACCT2896,Compte numéro 2896,Actif
2897,ACCT2897,Compte numéro 2897,Produit
2898,ACCT2898,Compte numéro 2898,Actif
2899,ACCT2899,Compte numéro 2899,Charge
2900,ACCT2900,Compte numéro 2900,Actif
2901,ACCT2901,Compte numéro 2901,Produit
2902,ACCT2902,Compte numéro 2902,Passif
2903,ACCT2903,Compte numéro 2903,Produit
2904,ACCT2904,Compte numéro 2904,Passif
2905,ACCT2905,Compte numéro 2905,Actif
2906,ACCT2906,Compte numéro 2906,Passif
2907,ACCT2907,Compte numéro 2907,Charge
2908,ACCT2908,Compte numéro 2908,Charge
2909,ACCT2909,Compte numéro 2909,Passif
2910,ACCT2910,Compte numéro 2910,Actif
2911,ACCT2911,Compte numéro 2911,Passif
2912,ACCT2912,Compte numéro 2912,Actif
2913,ACCT2913,Compte numéro 2913,Produit
2914,ACCT2914,Compte numéro 2914,Actif
2915,ACCT2915,Compte numéro 2915,Passif
2916,ACCT2916,Compte numéro 2916,Produit
2917,ACCT2917,Compte numéro 2917,Produit
2918,ACCT2918,Compte numéro 2918,Actif
2919,ACCT2919,Compte numéro 2919,Charge
2920,ACCT2920,Compte numéro 2920,Charge
2921,ACCT2921,Compte numéro 2921,Passif
2922,ACCT2922,Compte numéro 2922,Produit
2923,ACCT2923,Compte numéro 2923,Actif
2924,ACCT2924,Compte numéro 2924,Passif
2925,ACCT2925,Compte numéro 2925,Charge
2926,ACCT2926,Compte numéro 2926,Produit
2927,ACCT2927,Compte numéro 2927,Charge
2928,ACCT2928,Compte numéro 2928,Passif
2929,ACCT2929,Compte numéro 2929,Actif
2930,ACCT2930,Compte numéro 2930,Charge
2931,ACCT2931,Compte numéro 2931,Passif
2932,ACCT2932,Compte numéro 2932,Passif
2933,ACCT2933,Compte numéro 2933,Produit
2934,ACCT2934,Compte numéro 2934,Produit
2935,ACCT2935,Compte numéro 2935,Charge
2936,ACCT2936,Compte numéro 2936,Passif
2937,ACCT2937,Compte numéro 2937,Passif
2938,ACCT2938,Compte numéro 2938,Passif
2939,ACCT2939,Compte numéro 2939,Charge
2940,ACCT2940,Compte numéro 2940,Produit
2941,ACCT2941,Compte numéro 2941,Charge
2942,ACCT2942,Compte numéro 2942,Produit
2943,ACCT2943,Compte numéro 2943,Charge
2944,ACCT2944,Compte numéro 2944,Actif
2945,ACCT2945,Compte numéro 2945,Actif
2946,ACCT2946,Compte numéro 2946,Passif
2947,ACCT2947,Compte numéro 2947,Passif
2948,ACCT2948,Compte numéro 2948,Charge
2949,ACCT2949,Compte numéro 2949,Passif
2950,ACCT2950,Compte numéro 2950,Charge
2951,ACCT2951,Compte numéro 2951,Charge
2952,ACCT2952,Compte numéro 2952,Passif
2953,ACCT2953,Compte numéro 2953,Charge
2954,ACCT2954,Compte numéro 2954,Actif
2955,ACCT2955,Compte numéro 2955,Actif
2956,ACCT2956,Compte numéro 2956,Passif
2957,ACCT2957,Compte numéro 2957,Produit
2958,ACCT2958,Compte numéro 2958,Actif
2959,ACCT2959,Compte numéro 2959,Actif
2960,ACCT2960,Compte numéro 2960,Produit
2961,ACCT2961,Compte numéro 2961,Produit
2962,ACCT2962,Compte numéro 2962,Produit
2963,ACCT2963,Compte numéro 2963,Actif
2964,ACCT2964,Compte numéro 2964,Charge
2965,ACCT2965,Compte numéro 2965,Passif
2966,ACCT2966,Compte numéro 2966,Produit
2967,ACCT2967,Compte numéro 2967,Produit
2968,ACCT2968,Compte numéro 2968,Actif
2969,ACCT2969,Compte numéro 2969,Passif
2970,ACCT2970,Compte numéro 2970,Actif
2971,ACCT2971,Compte numéro 2971,Produit
2972,ACCT2972,Compte numéro 2972,Passif
2973,ACCT2973,Compte numéro 2973,Actif
2974,ACCT2974,Compte numéro 2974,Passif
2975,ACCT2975,Compte numéro 2975,Passif
2976,ACCT2976,Compte numéro 2976,Charge
2977,ACCT2977,Compte numéro 2977,Actif
2978,ACCT2978,Compte numéro 2978,Produit
2979,ACCT2979,Compte numéro 2979,Produit
2980,ACCT2980,Compte numéro 2980,Produit
2981,ACCT2981,Compte numéro 2981,Actif
2982,ACCT2982,Compte numéro 2982,Passif
2983,ACCT2983,Compte numéro 2983,Charge
2984,ACCT2984,Compte numéro 2984,Produit
2985,ACCT2985,Compte numéro 2985,Charge
2986,ACCT2986,Compte numéro 2986,Produit
2987,ACCT2987,Compte numéro 2987,Charge
2988,ACCT2988,Compte numéro 2988,Produit
2989,ACCT2989,Compte numéro 2989,Charge
2990,ACCT2990,Compte numéro 2990,Passif
2991,ACCT2991,Compte numéro 2991,Passif
2992,ACCT2992,Compte numéro 2992,Actif
2993,ACCT2993,Compte numéro 2993,Passif
2994,ACCT2994,Compte numéro 2994,Produit
2995,ACCT2995,Compte numéro 2995,Produit
2996,ACCT2996,Compte numéro 2996,Actif
2997,ACCT2997,Compte numéro 2997,Charge
2998,ACCT2998,Compte numéro 2998,Charge
2999,ACCT2999,Compte numéro 2999,Actif
3000,ACCT3000,Compte numéro 3000,Passif
3001,ACCT3001,Compte numéro 3001,Charge
3002,ACCT3002,Compte numéro 3002,Charge
3003,ACCT3003,Compte numéro 3003,Passif
3004,ACCT3004,Compte numéro 3004,Charge
3005,ACCT3005,Compte numéro 3005,Produit
