entry_date,account_id,description,debit,credit
2023-12-29,1157,Ecriture automatique 2603,0,498.63
2023-01-24,4878,Ecriture automatique 2604,0,190.99
2023-01-13,4997,Ecriture automatique 2605,0,108.32
2023-09-01,2647,Ecriture automatique 2606,0,278.59
2023-11-24,1528,Ecriture automatique 2607,206.17,0
2023-06-28,891,Ecriture automatique 2608,713.6,0
2023-01-21,2187,Ecriture automatique 2609,430.16,0
2023-09-26,3453,Ecriture automatique 2610,0,113.9
2023-11-06,1662,Ecriture automatique 2611,767.14,0
2023-10-19,1412,Ecriture automatique 2612,200.49,0
2023-09-07,2780,Ecriture automatique 2613,0,175.76
2023-05-25,91,Ecriture automatique 2614,567.57,0
2023-09-08,1408,Ecriture automatique 2615,401.07,0
2023-02-01,3597,Ecriture automatique 2616,0,783.27
2023-02-23,3174,Ecriture automatique 2617,591.95,0
2023-02-20,3104,Ecriture automatique 2618,0,550.69
2023-01-11,504,Ecriture automatique 2619,0,968.88
2023-01-31,4562,Ecriture automatique 2620,0,279.46
2023-08-24,4611,Ecriture automatique 2621,0,221.1
2023-10-15,1870,Ecriture automatique 2622,0,57.43
2023-04-13,657,Ecriture automatique 2623,138.84,0
2023-04-02,653,Ecriture automatique 2624,0,780.69
2023-03-01,3889,Ecriture automatique 2625,50.71,0
2023-11-14,2716,Ecriture automatique 2626,0,127.8
2023-04-25,4412,Ecriture automatique 2627,0,917.8
2023-06-03,749,Ecriture automatique 2628,896.83,0
2023-09-18,4171,Ecriture automatique 2629,154.29,0
2023-09-28,4720,Ecriture automatique 2630,0,621.17
2023-04-07,4550,Ecriture automatique 2631,0,710.95
2023-06-06,4166,Ecriture automatique 2632,81.54,0
2023-08-19,4400,Ecriture automatique 2633,48.12,0
2023-10-05,2087,Ecriture automatique 2634,362.26,0
2023-02-27,4077,Ecriture automatique 2635,0,173.74
2023-01-06,4319,Ecriture automatique 2636,0,497.97
2023-09-03,65,Ecriture automatique 2637,423.41,0
2023-08-06,1820,Ecriture automatique 2638,0,432.24
2023-02-13,94,Ecriture automatique 2639,0,165.37
2023-12-18,2789,Ecriture automatique 2640,0,878.8
2023-11-20,1943,Ecriture automatique 2641,0,677.59
2023-07-17,3502,Ecriture automatique 2642,0,750.57
2023-02-13,1674,Ecriture automatique 2643,0,754.5
2023-03-25,2121,Ecriture automatique 2644,0,702.58
2023-07-08,3488,Ecriture automatique 2645,0,90.8
2023-07-01,4055,Ecriture automatique 2646,0,563.58
2023-06-15,3291,Ecriture automatique 2647,0,282.52
2023-07-07,626,Ecriture automatique 2648,347.27,0
2023-05-16,342,Ecriture automatique 2649,34.98,0
2023-06-16,3789,Ecriture automatique 2650,133.79,0
2023-03-11,2787,Ecriture automatique 2651,461.73,0
2023-12-26,4110,Ecriture automatique 2652,0,502.0
2023-02-14,439,Ecriture automatique 2653,302.85,0
2023-10-31,1231,Ecriture automatique 2654,0,929.19
2023-02-14,4326,Ecriture automatique 2655,0,866.4
2023-09-03,29,Ecriture automatique 2656,0,337.65
2023-08-10,3396,Ecriture automatique 2657,0,749.87
2023-05-06,1489,Ecriture automatique 2658,0,956.09
2023-02-26,3096,Ecriture automatique 2659,134.55,0
2023-10-17,839,Ecriture automatique 2660,854.01,0
2023-11-12,1319,Ecriture automatique 2661,658.47,0
2023-10-05,1671,Ecriture automatique 2662,642.63,0
2023-06-10,957,Ecriture automatique 2663,0,870.4
2023-08-09,198,Ecriture automatique 2664,487.79,0
2023-09-29,2498,Ecriture automatique 2665,0,680.9
2023-10-13,3557,Ecriture automatique 2666,484.25,0
2023-09-08,826,Ecriture automatique 2667,0,619.38
2023-01-10,2851,Ecriture automatique 2668,0,595.6
2023-08-07,2366,Ecriture automatique 2669,0,427.53
2023-07-16,1180,Ecriture automatique 2670,190.27,0
2023-05-04,3020,Ecriture automatique 2671,719.68,0
2023-04-30,304,Ecriture automatique 2672,528.0,0
2023-04-14,3643,Ecriture automatique 2673,0,883.97
2023-07-31,3308,Ecriture automatique 2674,0,508.17
2023-09-04,3749,Ecriture automatique 2675,386.34,0
2023-04-17,1805,Ecriture automatique 2676,538.61,0
2023-11-04,2554,Ecriture automatique 2677,0,36.05
2023-07-27,172,Ecriture automatique 2678,329.3,0
2023-03-30,584,Ecriture automatique 2679,0,86.4
2023-01-15,3482,Ecriture automatique 2680,0,310.69
2023-01-26,3544,Ecriture automatique 2681,0,38.77
2023-09-08,3587,Ecriture automatique 2682,943.91,0
2023-06-20,4920,Ecriture automatique 2683,824.33,0
2023-06-01,1687,Ecriture automatique 2684,0,969.79
2023-05-16,3833,Ecriture automatique 2685,0,253.48
2023-11-20,2490,Ecriture automatique 2686,0,300.77
2023-04-08,472,Ecriture automatique 2687,628.23,0
2023-06-01,3815,Ecriture automatique 2688,435.14,0
2023-11-23,4165,Ecriture automatique 2689,0,882.5
2023-07-14,1357,Ecriture automatique 2690,0,928.87
2023-12-14,1122,Ecriture automatique 2691,666.51,0
2023-04-28,4952,Ecriture automatique 2692,0,941.64
2023-07-17,2188,Ecriture automatique 2693,0,999.07
2023-08-05,3779,Ecriture automatique 2694,0,178.43
2023-07-25,2043,Ecriture automatique 2695,207.61,0
2023-08-29,4482,Ecriture automatique 2696,0,657.39
2023-07-28,48,Ecriture automatique 2697,671.97,0
2023-01-22,4926,Ecriture automatique 2698,88.86,0
2023-11-24,3215,Ecriture automatique 2699,754.79,0
2023-06-01,3536,Ecriture automatique 2700,0,433.04
2023-11-14,2718,Ecriture automatique 2701,0,126.39
2023-03-10,3756,Ecriture automatique 2702,0,139.49
2023-05-15,4710,Ecriture automatique 2703,829.69,0
2023-09-05,1507,Ecriture automatique 2704,787.25,0
2023-04-27,4321,Ecriture automatique 2705,62.57,0
2023-12-29,4379,Ecriture automatique 2706,0,948.87
2023-02-17,4189,Ecriture automatique 2707,972.53,0
2023-02-02,195,Ecriture automatique 2708,0,880.96
2023-11-08,3333,Ecriture automatique 2709,0,407.38
2023-03-17,2008,Ecriture automatique 2710,0,132.98
2023-12-10,4373,Ecriture automatique 2711,0,318.26
2023-03-16,905,Ecriture automatique 2712,0,53.6
2023-11-14,3883,Ecriture automatique 2713,0,62.71
2023-07-03,2901,Ecriture automatique 2714,0,525.5
2023-09-07,3006,Ecriture automatique 2715,54.02,0
2023-02-21,3531,Ecriture automatique 2716,0,992.16
2023-09-14,648,Ecriture automatique 2717,908.42,0
2023-02-04,957,Ecriture automatique 2718,0,794.61
2023-04-30,2053,Ecriture automatique 2719,0,825.18
2023-03-19,2836,Ecriture automatique 2720,703.33,0
2023-09-20,640,Ecriture automatique 2721,0,231.12
2023-08-05,2278,Ecriture automatique 2722,445.76,0
2023-07-27,1343,Ecriture automatique 2723,0,26.67
2023-11-11,1642,Ecriture automatique 2724,290.32,0
2023-05-11,745,Ecriture automatique 2725,50.63,0
2023-06-25,3344,Ecriture automatique 2726,834.19,0
2023-03-17,522,Ecriture automatique 2727,0,780.19
2023-08-27,3694,Ecriture automatique 2728,36.37,0
2023-01-25,4921,Ecriture automatique 2729,0,844.61
2023-05-27,1162,Ecriture automatique 2730,537.46,0
2023-03-21,1854,Ecriture automatique 2731,303.65,0
2023-08-21,755,Ecriture automatique 2732,0,174.55
2023-10-15,2989,Ecriture automatique 2733,0,321.25
2023-06-27,2675,Ecriture automatique 2734,942.92,0
2023-03-21,1049,Ecriture automatique 2735,0,667.5
2023-12-14,993,Ecriture automatique 2736,0,334.43
2023-07-27,1575,Ecriture automatique 2737,0,32.87
2023-11-28,2214,Ecriture automatique 2738,0,845.5
2023-09-13,4953,Ecriture automatique 2739,0,167.58
2023-08-19,2509,Ecriture automatique 2740,135.6,0
2023-06-03,3205,Ecriture automatique 2741,0,840.99
2023-10-08,573,Ecriture automatique 2742,128.31,0
2023-01-06,1527,Ecriture automatique 2743,904.41,0
2023-09-17,754,Ecriture automatique 2744,191.3,0
2023-01-25,174,Ecriture automatique 2745,408.09,0
2023-04-25,1103,Ecriture automatique 2746,665.22,0
2023-04-01,1791,Ecriture automatique 2747,0,163.55
2023-10-23,391,Ecriture automatique 2748,0,13.0
2023-11-19,4854,Ecriture automatique 2749,543.64,0
2023-12-11,2402,Ecriture automatique 2750,373.75,0
2023-03-19,817,Ecriture automatique 2751,502.98,0
2023-11-28,1424,Ecriture automatique 2752,0,518.36
2023-05-25,912,Ecriture automatique 2753,0,439.51
2023-12-10,2805,Ecriture automatique 2754,634.41,0
2023-01-22,4983,Ecriture automatique 2755,41.22,0
2023-09-06,2604,Ecriture automatique 2756,0,681.57
2023-12-05,472,Ecriture automatique 2757,253.38,0
2023-06-24,1804,Ecriture automatique 2758,464.78,0
2023-01-06,1390,Ecriture automatique 2759,208.98,0
2023-10-29,1453,Ecriture automatique 2760,655.68,0
2023-06-03,1144,Ecriture automatique 2761,664.18,0
2023-08-15,2025,Ecriture automatique 2762,17.47,0
2023-04-06,3948,Ecriture automatique 2763,0,476.22
2023-10-26,3694,Ecriture automatique 2764,0,261.03
2023-02-15,2619,Ecriture automatique 2765,0,877.64
2023-04-12,2170,Ecriture automatique 2766,689.93,0
2023-08-11,919,Ecriture automatique 2767,0,738.28
2023-03-05,1693,Ecriture automatique 2768,907.56,0
2023-04-05,3787,Ecriture automatique 2769,0,954.45
2023-10-23,537,Ecriture automatique 2770,881.62,0
2023-05-19,2662,Ecriture automatique 2771,0,272.01
2023-06-24,3531,Ecriture automatique 2772,0,777.75
2023-03-05,789,Ecriture automatique 2773,0,886.38
2023-01-14,4037,Ecriture automatique 2774,442.63,0
2023-06-29,2408,Ecriture automatique 2775,730.66,0
2023-10-03,1673,Ecriture automatique 2776,787.89,0
2023-08-09,3413,Ecriture automatique 2777,0,922.09
2023-07-12,4181,Ecriture automatique 2778,984.76,0
2023-02-10,3303,Ecriture automatique 2779,906.16,0
2023-01-12,3385,Ecriture automatique 2780,0,860.26
2023-11-04,2274,Ecriture automatique 2781,0,568.53
2023-09-25,3448,Ecriture automatique 2782,0,127.33
2023-05-02,3237,Ecriture automatique 2783,0,921.43
2023-01-07,4208,Ecriture automatique 2784,0,471.92
2023-09-02,1859,Ecriture automatique 2785,0,990.53
2023-12-18,2240,Ecriture automatique 2786,0,863.35
2023-09-16,3270,Ecriture automatique 2787,560.52,0
2023-03-10,2890,Ecriture automatique 2788,720.14,0
2023-09-29,2133,Ecriture automatique 2789,942.17,0
2023-02-10,4078,Ecriture automatique 2790,0,34.2
2023-07-12,1285,Ecriture automatique 2791,747.77,0
2023-01-20,1371,Ecriture automatique 2792,209.87,0
2023-02-23,4209,Ecriture automatique 2793,107.08,0
2023-11-21,3794,Ecriture automatique 2794,0,141.6
2023-09-11,2171,Ecriture automatique 2795,767.73,0
2023-01-15,1598,Ecriture automatique 2796,0,220.64
2023-04-17,151,Ecriture automatique 2797,495.7,0
2023-06-28,605,Ecriture automatique 2798,44.39,0
2023-05-01,4427,Ecriture automatique 2799,167.66,0
2023-03-28,919,Ecriture automatique 2800,114.56,0
2023-11-20,3324,Ecriture automatique 2801,548.63,0
2023-06-09,2852,Ecriture automatique 2802,0,271.31
2023-01-01,4703,Ecriture automatique 2803,0,467.37
2023-11-26,4851,Ecriture automatique 2804,0,236.84
2023-09-02,175,Ecriture automatique 2805,389.28,0
2023-01-21,956,Ecriture automatique 2806,0,701.75
2023-05-23,4686,Ecriture automatique 2807,0,926.9
2023-09-03,627,Ecriture automatique 2808,0,356.43
2023-12-21,553,Ecriture automatique 2809,730.05,0
2023-03-06,2661,Ecriture automatique 2810,210.5,0
2023-08-26,3157,Ecriture automatique 2811,0,985.76
2023-10-29,467,Ecriture automatique 2812,0,944.73
2023-09-14,4031,Ecriture automatique 2813,54.48,0
2023-08-22,913,Ecriture automatique 2814,0,298.71
2023-12-17,4389,Ecriture automatique 2815,251.23,0
2023-01-25,231,Ecriture automatique 2816,0,777.16
2023-07-07,3879,Ecriture automatique 2817,0,394.64
2023-06-03,901,Ecriture automatique 2818,0,854.27
2023-08-31,280,Ecriture automatique 2819,0,755.39
2023-12-16,4099,Ecriture automatique 2820,0,894.03
2023-10-15,2491,Ecriture automatique 2821,0,747.49
2023-02-09,4814,Ecriture automatique 2822,0,66.67
2023-08-21,3024,Ecriture automatique 2823,0,547.69
2023-08-15,748,Ecriture automatique 2824,0,380.36
2023-10-27,2140,Ecriture automatique 2825,835.46,0
2023-08-09,132,Ecriture automatique 2826,0,429.83
2023-02-26,3588,Ecriture automatique 2827,0,695.12
2023-10-29,2914,Ecriture automatique 2828,590.73,0
2023-08-28,4099,Ecriture automatique 2829,0,801.33
2023-07-03,803,Ecriture automatique 2830,629.69,0
2023-01-31,2806,Ecriture automatique 2831,0,650.0
2023-05-27,4092,Ecriture automatique 2832,0,275.08
2023-04-23,1241,Ecriture automatique 2833,559.25,0
2023-03-29,1313,Ecriture automatique 2834,0,257.24
2023-09-15,2732,Ecriture automatique 2835,242.65,0
2023-05-27,1421,Ecriture automatique 2836,538.79,0
2023-02-07,3529,Ecriture automatique 2837,0,732.71
2023-06-26,3816,Ecriture automatique 2838,503.34,0
2023-11-14,2898,Ecriture automatique 2839,365.23,0
2023-10-04,3715,Ecriture automatique 2840,0,991.86
2023-12-19,4850,Ecriture automatique 2841,423.88,0
2023-03-13,1551,Ecriture automatique 2842,0,116.63
2023-02-12,287,Ecriture automatique 2843,714.56,0
2023-04-14,914,Ecriture automatique 2844,0,726.01
2023-04-24,3594,Ecriture automatique 2845,770.11,0
2023-06-24,2055,Ecriture automatique 2846,0,328.96
2023-09-05,1295,Ecriture automatique 2847,71.54,0
2023-09-26,4824,Ecriture automatique 2848,862.16,0
2023-03-18,1210,Ecriture automatique 2849,177.59,0
2023-09-09,4499,Ecriture automatique 2850,887.49,0
2023-01-16,3099,Ecriture automatique 2851,392.87,0
2023-09-27,1208,Ecriture automatique 2852,0,917.83
2023-07-13,4226,Ecriture automatique 2853,807.13,0
2023-11-06,1223,Ecriture automatique 2854,144.42,0
2023-01-07,3855,Ecriture automatique 2855,443.89,0
2023-01-29,2820,Ecriture automatique 2856,800.33,0
2023-02-21,267,Ecriture automatique 2857,537.08,0
2023-02-19,3422,Ecriture automatique 2858,0,575.46
2023-01-08,131,Ecriture automatique 2859,0,903.4
2023-10-01,211,Ecriture automatique 2860,814.67,0
2023-05-30,4420,Ecriture automatique 2861,897.43,0
2023-10-07,261,Ecriture automatique 2862,390.67,0
2023-05-28,1583,Ecriture automatique 2863,523.26,0
2023-10-24,309,Ecriture automatique 2864,0,20.15
2023-09-12,487,Ecriture automatique 2865,0,838.45
2023-05-23,4673,Ecriture automatique 2866,0,30.32
2023-11-08,3582,Ecriture automatique 2867,188.31,0
2023-12-16,4708,Ecriture automatique 2868,265.96,0
2023-09-26,3761,Ecriture automatique 2869,291.42,0
2023-10-06,182,Ecriture automatique 2870,784.3,0
2023-01-01,1686,Ecriture automatique 2871,0,131.31
2023-02-24,766,Ecriture automatique 2872,0,513.92
2023-10-08,210,Ecriture automatique 2873,0,747.0
2023-09-11,1581,Ecriture automatique 2874,943.32,0
2023-10-08,3347,Ecriture automatique 2875,636.33,0
2023-04-02,23,Ecriture automatique 2876,0,810.52
2023-11-29,3962,Ecriture automatique 2877,197.1,0
2023-07-25,2031,Ecriture automatique 2878,164.91,0
2023-05-11,2648,Ecriture automatique 2879,0,599.28
2023-07-08,2817,Ecriture automatique 2880,861.15,0
2023-09-25,1051,Ecriture automatique 2881,446.7,0
2023-01-20,1350,Ecriture automatique 2882,385.94,0
2023-03-28,511,Ecriture automatique 2883,0,858.1
2023-08-31,3780,Ecriture automatique 2884,105.84,0
2023-01-22,4140,Ecriture automatique 2885,0,611.5
2023-12-20,2298,Ecriture automatique 2886,743.07,0
2023-08-03,2897,Ecriture automatique 2887,0,629.51
2023-09-22,4614,Ecriture automatique 2888,339.77,0
2023-11-01,1022,Ecriture automatique 2889,0,800.05
2023-09-07,977,Ecriture automatique 2890,180.85,0
2023-10-23,3139,Ecriture automatique 2891,0,703.46
2023-10-15,473,Ecriture automatique 2892,0,757.48
2023-11-08,4254,Ecriture automatique 2893,310.23,0
2023-04-18,454,Ecriture automatique 2894,445.19,0
2023-12-19,2017,Ecriture automatique 2895,36.0,0
2023-10-02,2604,Ecriture automatique 2896,721.57,0
2023-02-07,4898,Ecriture automatique 2897,0,368.77
2023-12-29,561,Ecriture automatique 2898,276.0,0
2023-08-10,942,Ecriture automatique 2899,510.99,0
2023-08-24,2507,Ecriture automatique 2900,303.23,0
2023-01-05,3926,Ecriture automatique 2901,804.68,0
2023-02-18,28,Ecriture automatique 2902,212.84,0
2023-11-23,4134,Ecriture automatique 2903,0,277.63
2023-12-16,671,Ecriture automatique 2904,0,673.28
2023-10-04,271,Ecriture automatique 2905,0,602.04
2023-04-22,33,Ecriture automatique 2906,0,929.63
2023-01-09,1374,Ecriture automatique 2907,559.08,0
2023-08-23,2854,Ecriture automatique 2908,82.24,0
2023-11-29,2339,Ecriture automatique 2909,245.4,0
2023-02-20,3822,Ecriture automatique 2910,0,800.6
2023-10-07,3068,Ecriture automatique 2911,803.33,0
2023-02-07,1878,Ecriture automatique 2912,0,291.02
2023-11-15,4384,Ecriture automatique 2913,636.49,0
2023-12-07,1988,Ecriture automatique 2914,533.95,0
2023-11-21,2263,Ecriture automatique 2915,297.98,0
2023-04-16,4878,Ecriture automatique 2916,0,848.64
2023-02-13,459,Ecriture automatique 2917,0,101.06
2023-05-07,2500,Ecriture automatique 2918,0,342.39
2023-04-14,2184,Ecriture automatique 2919,952.93,0
2023-12-13,1244,Ecriture automatique 2920,0,284.06
2023-02-10,4217,Ecriture automatique 2921,310.89,0
2023-08-14,865,Ecriture automatique 2922,0,266.74
2023-12-03,1863,Ecriture automatique 2923,81.08,0
2023-10-13,804,Ecriture automatique 2924,940.07,0
2023-11-27,2773,Ecriture automatique 2925,74.03,0
2023-04-12,1129,Ecriture automatique 2926,0,73.16
2023-04-18,660,Ecriture automatique 2927,930.35,0
2023-05-12,4200,Ecriture automatique 2928,0,409.41
2023-06-25,3007,Ecriture automatique 2929,0,305.76
2023-08-06,821,Ecriture automatique 2930,372.08,0
2023-12-08,2767,Ecriture automatique 2931,0,64.86
2023-03-10,1533,Ecriture automatique 2932,231.5,0
2023-02-02,1793,Ecriture automatique 2933,0,630.47
2023-12-24,703,Ecriture automatique 2934,94.57,0
2023-11-14,3920,Ecriture automatique 2935,663.16,0
2023-01-31,1439,Ecriture automatique 2936,0,26.08
2023-04-10,1941,Ecriture automatique 2937,634.43,0
2023-03-06,2174,Ecriture automatique 2938,975.31,0
2023-09-17,2237,Ecriture automatique 2939,0,12.31
2023-08-10,1317,Ecriture automatique 2940,0,267.11
2023-08-11,3176,Ecriture automatique 2941,113.08,0
2023-09-18,3211,Ecriture automatique 2942,373.96,0
2023-04-19,4451,Ecriture automatique 2943,0,35.56
2023-11-12,31,Ecriture automatique 2944,922.45,0
2023-10-17,3291,Ecriture automatique 2945,0,788.95
2023-11-04,1810,Ecriture automatique 2946,0,357.44
2023-05-14,1840,Ecriture automatique 2947,885.49,0
2023-06-25,120,Ecriture automatique 2948,0,721.65
2023-05-29,2562,Ecriture automatique 2949,54.67,0
2023-02-04,2123,Ecriture automatique 2950,0,390.55
2023-05-11,2578,Ecriture automatique 2951,54.4,0
2023-07-09,1275,Ecriture automatique 2952,0,823.65
2023-05-28,724,Ecriture automatique 2953,0,930.36
2023-09-10,244,Ecriture automatique 2954,0,170.77
2023-09-12,1990,Ecriture automatique 2955,987.49,0
2023-09-29,2778,Ecriture automatique 2956,18.41,0
2023-01-05,3066,Ecriture automatique 2957,0,470.18
2023-11-11,188,Ecriture automatique 2958,699.29,0
2023-02-21,3354,Ecriture automatique 2959,607.67,0
2023-12-19,4395,Ecriture automatique 2960,0,754.8
2023-06-02,893,Ecriture automatique 2961,0,886.26
2023-07-30,3680,Ecriture automatique 2962,970.79,0
2023-10-22,2494,Ecriture automatique 2963,0,773.37
2023-01-31,2696,Ecriture automatique 2964,0,706.83
2023-07-14,1877,Ecriture automatique 2965,0,509.8
2023-07-13,2934,Ecriture automatique 2966,0,852.8
2023-08-02,739,Ecriture automatique 2967,557.08,0
2023-05-18,2996,Ecriture automatique 2968,0,670.62
2023-10-26,3311,Ecriture automatique 2969,0,277.4
2023-11-07,203,Ecriture automatique 2970,0,745.84
2023-06-23,3600,Ecriture automatique 2971,730.23,0
2023-02-06,3865,Ecriture automatique 2972,0,153.19
2023-01-07,2561,Ecriture automatique 2973,0,18.03
2023-03-05,3503,Ecriture automatique 2974,549.7,0
2023-01-26,1816,Ecriture automatique 2975,10.29,0
2023-03-29,829,Ecriture automatique 2976,0,329.14
2023-12-04,4968,Ecriture automatique 2977,0,425.43
2023-10-18,3204,Ecriture automatique 2978,0,834.95
2023-04-18,1893,Ecriture automatique 2979,0,600.16
2023-06-22,1430,Ecriture automatique 2980,688.78,0
2023-12-03,1200,Ecriture automatique 2981,0,912.53
2023-10-22,3736,Ecriture automatique 2982,0,364.14
2023-06-12,996,Ecriture automatique 2983,962.41,0
2023-04-24,2191,Ecriture automatique 2984,0,718.88
2023-12-19,1631,Ecriture automatique 2985,957.84,0
2023-03-12,3226,Ecriture automatique 2986,0,334.5
2023-01-08,4010,Ecriture automatique 2987,580.74,0
2023-12-28,150,Ecriture automatique 2988,415.32,0
2023-06-19,4246,Ecriture automatique 2989,13.05,0
2023-07-08,4328,Ecriture automatique 2990,0,284.62
2023-09-19,3059,Ecriture automatique 2991,490.79,0
2023-03-23,3868,Ecriture automatique 2992,959.68,0
2023-08-24,3865,Ecriture automatique 2993,632.64,0
2023-01-23,2345,Ecriture automatique 2994,0,197.56
2023-07-15,917,Ecriture automatique 2995,829.8,0
2023-12-19,1438,Ecriture automatique 2996,0,938.87
2023-03-20,1104,Ecriture automatique 2997,125.21,0
2023-11-08,2884,Ecriture automatique 2998,584.08,0
2023-11-05,1782,Ecriture automatique 2999,0,388.62
2023-01-26,2994,Ecriture automatique 3000,0,683.39
2023-08-22,743,Ecriture automatique 3001,0,116.34
2023-06-10,804,Ecriture automatique 3002,739.74,0
2023-11-22,1953,Ecriture automatique 3003,912.14,0
2023-02-10,4961,Ecriture automatique 3004,531.89,0
2023-08-17,3745,Ecriture automatique 3005,0,166.54
2023-03-21,3987,Ecriture automatique 3006,627.95,0
2023-10-12,4159,Ecriture automatique 3007,169.34,0
2023-07-12,1170,Ecriture automatique 3008,692.4,0
2023-10-18,2596,Ecriture automatique 3009,0,215.77
2023-05-23,3930,Ecriture automatique 3010,0,336.08
2023-02-03,154,Ecriture automatique 3011,724.94,0
2023-10-10,501,Ecriture automatique 3012,28.44,0
2023-03-28,1536,Ecriture automatique 3013,0,872.43
2023-11-20,2817,Ecriture automatique 3014,839.73,0
2023-12-31,1512,Ecriture automatique 3015,139.63,0
2023-09-19,421,Ecriture automatique 3016,0,671.68
2023-02-04,803,Ecriture automatique 3017,20.99,0
2023-04-13,2850,Ecriture automatique 3018,985.63,0
2023-06-06,994,Ecriture automatique 3019,969.22,0
2023-10-19,1130,Ecriture automatique 3020,778.2,0
2023-05-03,2299,Ecriture automatique 3021,0,33.02
2023-11-17,3209,Ecriture automatique 3022,0,321.63
2023-04-20,4570,Ecriture automatique 3023,0,653.47
2023-12-16,3413,Ecriture automatique 3024,0,267.6
2023-06-01,1181,Ecriture automatique 3025,0,105.52
2023-07-22,1385,Ecriture automatique 3026,0,470.53
2023-09-13,3950,Ecriture automatique 3027,0,859.05
2023-11-19,2638,Ecriture automatique 3028,0,706.2
2023-01-21,1904,Ecriture automatique 3029,621.5,0
2023-04-27,4071,Ecriture automatique 3030,934.59,0
2023-05-28,1878,Ecriture automatique 3031,0,92.99
2023-05-06,1873,Ecriture automatique 3032,942.15,0
2023-05-27,4525,Ecriture automatique 3033,146.13,0
2023-03-21,4039,Ecriture automatique 3034,0,539.91
2023-12-29,3913,Ecriture automatique 3035,0,291.25
2023-04-04,274,Ecriture automatique 3036,993.67,0
2023-11-06,2998,Ecriture automatique 3037,160.78,0
2023-11-16,3551,Ecriture automatique 3038,836.5,0
2023-06-05,364,Ecriture automatique 3039,0,436.73
2023-08-25,238,Ecriture automatique 3040,432.13,0
2023-05-22,1341,Ecriture automatique 3041,0,690.07
2023-11-12,2845,Ecriture automatique 3042,0,208.47
2023-04-15,759,Ecriture automatique 3043,262.49,0
2023-11-03,2862,Ecriture automatique 3044,865.08,0
2023-02-09,4962,Ecriture automatique 3045,310.66,0
2023-05-20,3611,Ecriture automatique 3046,0,819.11
2023-06-25,857,Ecriture automatique 3047,0,242.69
2023-11-16,1680,Ecriture automatique 3048,0,170.18
2023-09-23,1474,Ecriture automatique 3049,986.45,0
2023-11-27,3490,Ecriture automatique 3050,595.61,0
2023-12-16,887,Ecriture automatique 3051,807.77,0
2023-08-31,2151,Ecriture automatique 3052,928.85,0
2023-08-03,3859,Ecriture automatique 3053,0,679.92
2023-09-21,4774,Ecriture automatique 3054,811.69,0
2023-06-10,1549,Ecriture automatique 3055,220.34,0
2023-09-01,1412,Ecriture automatique 3056,537.66,0
2023-10-29,2283,Ecriture automatique 3057,0,732.4
2023-05-12,4771,Ecriture automatique 3058,658.42,0
2023-06-18,2849,Ecriture automatique 3059,489.4,0
2023-01-12,4538,Ecriture automatique 3060,656.93,0
2023-08-01,1347,Ecriture automatique 3061,978.3,0
2023-09-17,1647,Ecriture automatique 3062,0,276.53
2023-09-23,232,Ecriture automatique 3063,87.5,0
2023-03-03,1533,Ecriture automatique 3064,0,88.58
2023-06-11,607,Ecriture automatique 3065,158.97,0
2023-07-25,1056,Ecriture automatique 3066,0,390.06
2023-04-22,3771,Ecriture automatique 3067,834.2,0
2023-06-06,2414,Ecriture automatique 3068,0,740.88
2023-06-21,1548,Ecriture automatique 3069,0,173.44
2023-01-31,1406,Ecriture automatique 3070,415.32,0
2023-08-18,3933,Ecriture automatique 3071,0,253.09
2023-10-14,3677,Ecriture automatique 3072,447.8,0
2023-03-18,1047,Ecriture automatique 3073,620.1,0
2023-09-03,2709,Ecriture automatique 3074,0,476.35
2023-06-25,3554,Ecriture automatique 3075,918.05,0
2023-02-20,1068,Ecriture automatique 3076,0,221.48
2023-10-07,2416,Ecriture automatique 3077,0,320.21
2023-05-12,1887,Ecriture automatique 3078,0,975.43
2023-07-06,4934,Ecriture automatique 3079,0,197.39
2023-04-23,1103,Ecriture automatique 3080,701.92,0
2023-06-11,2419,Ecriture automatique 3081,195.62,0
2023-12-25,814,Ecriture automatique 3082,579.06,0
2023-01-24,618,Ecriture automatique 3083,420.08,0
2023-07-20,941,Ecriture automatique 3084,487.97,0
2023-03-27,4908,Ecriture automatique 3085,831.81,0
2023-12-14,2645,Ecriture automatique 3086,0,241.79
2023-01-30,1968,Ecriture automatique 3087,0,262.8
2023-04-04,17,Ecriture automatique 3088,0,491.92
2023-05-05,1900,Ecriture automatique 3089,970.11,0
2023-01-14,204,Ecriture automatique 3090,0,219.67
2023-01-26,2083,Ecriture automatique 3091,939.69,0
2023-01-09,1318,Ecriture automatique 3092,911.17,0
2023-11-07,4612,Ecriture automatique 3093,0,377.3
2023-03-11,2816,Ecriture automatique 3094,932.28,0
2023-07-02,2380,Ecriture automatique 3095,571.28,0
2023-06-14,274,Ecriture automatique 3096,974.48,0
2023-11-27,2347,Ecriture automatique 3097,0,241.43
2023-07-02,3502,Ecriture automatique 3098,0,748.79
2023-12-19,1995,Ecriture automatique 3099,789.71,0
2023-11-18,4903,Ecriture automatique 3100,967.1,0
2023-09-27,3098,Ecriture automatique 3101,938.7,0
2023-03-10,3984,Ecriture automatique 3102,268.97,0
2023-08-01,109,Ecriture automatique 3103,367.35,0
2023-07-18,3413,Ecriture automatique 3104,0,710.36
2023-07-14,4509,Ecriture automatique 3105,0,396.04
